Smiles,Name,Names,InChi
N[C@@H]([C@H]1c2nc(C)oc2CCC1)C(=O)O,GKN,GKN,"InChI=1S/C10H14N2O3/c1-5-12-9-6(8(11)10(13)14)3-2-4-7(9)15-5/h6,8H,2-4,11H2,1H3,(H,13,14)/t6-,8-/m0/s1"
N[C@@H](Cc1cccc2c1CCOC2)C(=O)O,PZE,PZE,"InChI=1S/C12H15NO3/c13-11(12(14)15)6-8-2-1-3-9-7-16-5-4-10(8)9/h1-3,11H,4-7,13H2,(H,14,15)/t11-/m0/s1"
N[C@@H](Cc1ccn(c2cc(F)ccc2F)n1)C(=O)O,WYD,WYD,"InChI=1S/C12H11F2N3O2/c13-7-1-2-9(14)11(5-7)17-4-3-8(16-17)6-10(15)12(18)19/h1-5,10H,6,15H2,(H,18,19)/t10-/m0/s1"
N[C@@H](C[C@H]1[C@@H](c2n(C)ncc2)OCCC1)C(=O)O,K42,K42,"InChI=1S/C12H19N3O3/c1-15-10(4-5-14-15)11-8(3-2-6-18-11)7-9(13)12(16)17/h4-5,8-9,11H,2-3,6-7,13H2,1H3,(H,16,17)/t8-,9-,11-/m0/s1"
N[C@@H](CCc1ccccc1N1CCOCC1=O)C(=O)O,2IX,2IX,"InChI=1S/C14H18N2O4/c15-11(14(18)19)6-5-10-3-1-2-4-12(10)16-7-8-20-9-13(16)17/h1-4,11H,5-9,15H2,(H,18,19)/t11-/m0/s1"
N[C@@H](c1c(c2c(C#N)scc2)cccc1)C(=O)O,S03,S03,"InChI=1S/C13H10N2O2S/c14-7-11-9(5-6-18-11)8-3-1-2-4-10(8)12(15)13(16)17/h1-6,12H,15H2,(H,16,17)/t12-/m0/s1"
N[C@@H](CCC#Cc1c[nH]c2cncc(Br)c12)C(=O)O,3Y5,3Y5,"InChI=1S/C13H12BrN3O2/c14-9-6-16-7-11-12(9)8(5-17-11)3-1-2-4-10(15)13(18)19/h5-7,10,17H,2,4,15H2,(H,18,19)/t10-/m0/s1"
N[C@@H](c1cn(c2cccc(C(=O)O)c2)nc1Br)C(=O)O,AZM,AZM,"InChI=1S/C12H10BrN3O4/c13-10-8(9(14)12(19)20)5-16(15-10)7-3-1-2-6(4-7)11(17)18/h1-5,9H,14H2,(H,17,18)(H,19,20)/t9-/m0/s1"
N[C@@H](Cn1c(nc(N)n1)Br)C(=O)O,EDM,EDM,"InChI=1S/C5H8BrN5O2/c6-4-9-5(8)10-11(4)1-2(7)3(12)13/h2H,1,7H2,(H2,8,10)(H,12,13)/t2-/m0/s1"
N[C@@H](Cn1nc(C(=O)N)c(c1)N)C(=O)O,C56,C56,"InChI=1S/C7H11N5O3/c8-3-1-12(2-4(9)7(14)15)11-5(3)6(10)13/h1,4H,2,8-9H2,(H2,10,13)(H,14,15)/t4-/m0/s1"
N[C@@H]([C@H](n1ncc(S(=O)(=O)C)c1)C(F)(F)F)C(=O)O,03D,03D,"InChI=1S/C8H10F3N3O4S/c1-19(17,18)4-2-13-14(3-4)6(8(9,10)11)5(12)7(15)16/h2-3,5-6H,12H2,1H3,(H,15,16)/t5-,6-/m0/s1"
N[C@@H](C1(Cn2ncc(S(=O)(=O)C)c2)CC1)C(=O)O,4FO,4FO,"InChI=1S/C10H15N3O4S/c1-18(16,17)7-4-12-13(5-7)6-10(2-3-10)8(11)9(14)15/h4-5,8H,2-3,6,11H2,1H3,(H,14,15)/t8-/m1/s1"
N[C@@H](c1c(nc(n2ncc(S(=O)(=O)C)c2)s1)Cl)C(=O)O,4DR,4DR,"InChI=1S/C9H9ClN4O4S2/c1-20(17,18)4-2-12-14(3-4)9-13-7(10)6(19-9)5(11)8(15)16/h2-3,5H,11H2,1H3,(H,15,16)/t5-/m0/s1"
N[C@@H](c1c(n2ncc(S(=O)(=O)C)c2)cccc1F)C(=O)O,CAS,CAS,"InChI=1S/C12H12FN3O4S/c1-21(19,20)7-5-15-16(6-7)9-4-2-3-8(13)10(9)11(14)12(17)18/h2-6,11H,14H2,1H3,(H,17,18)/t11-/m0/s1"
N[C@@H](Cc1cnc(n2ncc(S(=O)(=O)C)c2)nc1)C(=O)O,YVN,YVN,"InChI=1S/C11H13N5O4S/c1-21(19,20)8-5-15-16(6-8)11-13-3-7(4-14-11)2-9(12)10(17)18/h3-6,9H,2,12H2,1H3,(H,17,18)/t9-/m0/s1"
N[C@@H](c1csc2c(C(=O)O)cccc12)C(=O)O,58X,58X,"InChI=1S/C11H9NO4S/c12-8(11(15)16)7-4-17-9-5(7)2-1-3-6(9)10(13)14/h1-4,8H,12H2,(H,13,14)(H,15,16)/t8-/m0/s1"
N[C@@H](c1n(C)cnc1n1cc(CCC(=O)O)cn1)C(=O)O,A8P,A8P,"InChI=1S/C12H15N5O4/c1-16-6-14-11(10(16)9(13)12(20)21)17-5-7(4-15-17)2-3-8(18)19/h4-6,9H,2-3,13H2,1H3,(H,18,19)(H,20,21)/t9-/m0/s1"
N[C@@H](c1scc(n2ncc(C(=O)CC)c2)n1)C(=O)O,CT5,CT5,"InChI=1S/C11H12N4O3S/c1-2-7(16)6-3-13-15(4-6)8-5-19-10(14-8)9(12)11(17)18/h3-5,9H,2,12H2,1H3,(H,17,18)/t9-/m0/s1"
N[C@@H](c1c(n2ncc(C(=O)OC)c2)ncs1)C(=O)O,ATW,ATW,"InChI=1S/C10H10N4O4S/c1-18-10(17)5-2-13-14(3-5)8-7(19-4-12-8)6(11)9(15)16/h2-4,6H,11H2,1H3,(H,15,16)/t6-/m0/s1"
N[C@@H](Cc1cnn(c2csc(C(F)(F)F)n2)c1)C(=O)O,YAC,YAC,"InChI=1S/C10H9F3N4O2S/c11-10(12,13)9-16-7(4-20-9)17-3-5(2-15-17)1-6(14)8(18)19/h2-4,6H,1,14H2,(H,18,19)/t6-/m0/s1"
N[C@@H](c1cccc(/C=C(/F)\C(F)(F)F)c1)C(=O)O,CSP,CSP,"InChI=1S/C11H9F4NO2/c12-8(11(13,14)15)5-6-2-1-3-7(4-6)9(16)10(17)18/h1-5,9H,16H2,(H,17,18)/b8-5+/t9-/m0/s1"
N[C@@H](Cn1ncc(OCC)c1)C(=O)O,W0J,W0J,"InChI=1S/C8H13N3O3/c1-2-14-6-3-10-11(4-6)5-7(9)8(12)13/h3-4,7H,2,5,9H2,1H3,(H,12,13)/t7-/m0/s1"
N[C@@H](Cn1cnc(C(C)(C)C)n1)C(=O)O,8AJ,8AJ,"InChI=1S/C9H16N4O2/c1-9(2,3)8-11-5-13(12-8)4-6(10)7(14)15/h5-6H,4,10H2,1-3H3,(H,14,15)/t6-/m0/s1"
N[C@@H](CCn1c(CC)nc(C)c1)C(=O)O,6DA,6DA,"InChI=1S/C10H17N3O2/c1-3-9-12-7(2)6-13(9)5-4-8(11)10(14)15/h6,8H,3-5,11H2,1-2H3,(H,14,15)/t8-/m0/s1"
N[C@@H]([C@@H](n1ncc(CCC)c1)C)C(=O)O,M5K,M5K,"InChI=1S/C10H17N3O2/c1-3-4-8-5-12-13(6-8)7(2)9(11)10(14)15/h5-7,9H,3-4,11H2,1-2H3,(H,14,15)/t7-,9-/m0/s1"
N[C@@H]([C@@H](n1cc(C)nc1C)C)C(=O)O,SCH,SCH,"InChI=1S/C9H15N3O2/c1-5-4-12(7(3)11-5)6(2)8(10)9(13)14/h4,6,8H,10H2,1-3H3,(H,13,14)/t6-,8-/m0/s1"
N[C@@H]([C@H](C)n1ccnc1C1CC1)C(=O)O,KPE,KPE,"InChI=1S/C10H15N3O2/c1-6(8(11)10(14)15)13-5-4-12-9(13)7-2-3-7/h4-8H,2-3,11H2,1H3,(H,14,15)/t6-,8-/m0/s1"
N[C@@H]([C@@H](n1c(C)nc(Br)c1Br)C)C(=O)O,CH7,CH7,"InChI=1S/C8H11Br2N3O2/c1-3(5(11)8(14)15)13-4(2)12-6(9)7(13)10/h3,5H,11H2,1-2H3,(H,14,15)/t3-,5-/m0/s1"
N[C@@H](c1onc2cccc(Br)c12)C(=O)O,FND,FND,"InChI=1S/C9H7BrN2O3/c10-4-2-1-3-5-6(4)8(15-12-5)7(11)9(13)14/h1-3,7H,11H2,(H,13,14)/t7-/m0/s1"
N[C@@H](c1onc2ccc(F)cc12)C(=O)O,RCA,RCA,"InChI=1S/C9H7FN2O3/c10-4-1-2-6-5(3-4)8(15-12-6)7(11)9(13)14/h1-3,7H,11H2,(H,13,14)/t7-/m0/s1"
N[C@@H](c1onc2c(Cl)cc(Cl)cc12)C(=O)O,BV7,BV7,"InChI=1S/C9H6Cl2N2O3/c10-3-1-4-7(5(11)2-3)13-16-8(4)6(12)9(14)15/h1-2,6H,12H2,(H,14,15)/t6-/m0/s1"
N[C@@H](c1c(C)noc1C1CCCC1)C(=O)O,BXR,BXR,"InChI=1S/C11H16N2O3/c1-6-8(9(12)11(14)15)10(16-13-6)7-4-2-3-5-7/h7,9H,2-5,12H2,1H3,(H,14,15)/t9-/m0/s1"
N[C@@H](C(C(=O)CC)C(=O)CC)C(=O)O,NZH,NZH,"InChI=1S/C9H15NO4/c1-3-5(11)7(6(12)4-2)8(10)9(13)14/h7-8H,3-4,10H2,1-2H3,(H,13,14)/t8-/m0/s1"
N[C@@H]([C@H](C)C(=O)c1ccc(F)cn1)C(=O)O,7N8,7N8,"InChI=1S/C10H11FN2O3/c1-5(8(12)10(15)16)9(14)7-3-2-6(11)4-13-7/h2-5,8H,12H2,1H3,(H,15,16)/t5-,8-/m0/s1"
N[C@@H]([C@H](CC)C(=O)C1CCC1)C(=O)O,VYT,VYT,"InChI=1S/C10H17NO3/c1-2-7(8(11)10(13)14)9(12)6-4-3-5-6/h6-8H,2-5,11H2,1H3,(H,13,14)/t7-,8-/m0/s1"
N[C@@H](CC(=O)c1nc(C)c(s1)C)C(=O)O,03C,03C,"InChI=1S/C9H12N2O3S/c1-4-5(2)15-8(11-4)7(12)3-6(10)9(13)14/h6H,3,10H2,1-2H3,(H,13,14)/t6-/m0/s1"
N[C@@H](CC(=O)[C@]12CCCC[C@@H]1C2)C(=O)O,H6Q,H6Q,"InChI=1S/C11H17NO3/c12-8(10(14)15)5-9(13)11-4-2-1-3-7(11)6-11/h7-8H,1-6,12H2,(H,14,15)/t7-,8+,11+/m1/s1"
N[C@@H]([C@H]1CC2(CCC1=O)OCCO2)C(=O)O,SNF,SNF,"InChI=1S/C10H15NO5/c11-8(9(13)14)6-5-10(2-1-7(6)12)15-3-4-16-10/h6,8H,1-5,11H2,(H,13,14)/t6-,8-/m0/s1"
N[C@@H]([C@@H]1Cc2cccnc2C1=O)C(=O)O,1DW,1DW,"InChI=1S/C10H10N2O3/c11-7(10(14)15)6-4-5-2-1-3-12-8(5)9(6)13/h1-3,6-7H,4,11H2,(H,14,15)/t6-,7-/m0/s1"
N[C@@H]([C@@H]1CCc2cnccc2C1=O)C(=O)O,3B6,3B6,"InChI=1S/C11H12N2O3/c12-9(11(15)16)8-2-1-6-5-13-4-3-7(6)10(8)14/h3-5,8-9H,1-2,12H2,(H,15,16)/t8-,9-/m0/s1"
N[C@@H](CC(=O)c1cnn(C2CCC2)c1)C(=O)O,Z24,Z24,"InChI=1S/C11H15N3O3/c12-9(11(16)17)4-10(15)7-5-13-14(6-7)8-2-1-3-8/h5-6,8-9H,1-4,12H2,(H,16,17)/t9-/m0/s1"
N[C@@H]([C@@H]1COC2(CCCC2)C1=O)C(=O)O,J4Y,J4Y,"InChI=1S/C10H15NO4/c11-7(9(13)14)6-5-15-10(8(6)12)3-1-2-4-10/h6-7H,1-5,11H2,(H,13,14)/t6-,7-/m0/s1"
N[C@@H](c1c(nn(CCCC)c1Cl)c1ccnn1C)C(=O)O,32P,32P,"InChI=1S/C13H18ClN5O2/c1-3-4-7-19-12(14)9(10(15)13(20)21)11(17-19)8-5-6-16-18(8)2/h5-6,10H,3-4,7,15H2,1-2H3,(H,20,21)/t10-/m0/s1"
N[C@@H]([C@H](C[C@H](c1n(C)ncc1)N)C(F)(F)F)C(=O)O,MA6,MA6,"InChI=1S/C10H15F3N4O2/c1-17-7(2-3-16-17)6(14)4-5(10(11,12)13)8(15)9(18)19/h2-3,5-6,8H,4,14-15H2,1H3,(H,18,19)/t5-,6+,8-/m0/s1"
N[C@@H](c1nc(c(c2n(C)ncc2)n1C)C(=O)O)C(=O)O,T24,T24,"InChI=1S/C11H13N5O4/c1-15-8(5-3-4-13-16(5)2)7(11(19)20)14-9(15)6(12)10(17)18/h3-4,6H,12H2,1-2H3,(H,17,18)(H,19,20)/t6-/m0/s1"
N[C@@H](c1c(c2n(C)ncc2)oc(CC2CC2)c1)C(=O)O,PNW,PNW,"InChI=1S/C14H17N3O3/c1-17-11(4-5-16-17)13-10(12(15)14(18)19)7-9(20-13)6-8-2-3-8/h4-5,7-8,12H,2-3,6,15H2,1H3,(H,18,19)/t12-/m0/s1"
N[C@@H](c1c(cc(OC)c(c1)C1CC1)Br)C(=O)O,G37,G37,"InChI=1S/C12H14BrNO3/c1-17-10-5-9(13)8(11(14)12(15)16)4-7(10)6-2-3-6/h4-6,11H,2-3,14H2,1H3,(H,15,16)/t11-/m0/s1"
N[C@@H](c1cc(Br)cc(F)c1C1CC1)C(=O)O,HPB,HPB,"InChI=1S/C11H11BrFNO2/c12-6-3-7(10(14)11(15)16)9(5-1-2-5)8(13)4-6/h3-5,10H,1-2,14H2,(H,15,16)/t10-/m0/s1"
N[C@@H](c1c(Br)cccc1C1CC1)C(=O)O,0SE,0SE,"InChI=1S/C11H12BrNO2/c12-8-3-1-2-7(6-4-5-6)9(8)10(13)11(14)15/h1-3,6,10H,4-5,13H2,(H,14,15)/t10-/m0/s1"
N[C@@H](c1cc(C)c2c(c1)CNCCO2)C(=O)O,7K2,7K2,"InChI=1S/C12H16N2O3/c1-7-4-8(10(13)12(15)16)5-9-6-14-2-3-17-11(7)9/h4-5,10,14H,2-3,6,13H2,1H3,(H,15,16)/t10-/m0/s1"
N[C@@H]([C@@]1(c2ccc(CCCC)cc2)C[C@H](F)C1)C(=O)O,BS0,BS0,"InChI=1S/C16H22FNO2/c1-2-3-4-11-5-7-12(8-6-11)16(9-13(17)10-16)14(18)15(19)20/h5-8,13-14H,2-4,9-10,18H2,1H3,(H,19,20)/t13-,14-,16-/m1/s1"
N[C@@H]([C@@]1(c2c(C)c(Br)ccc2)C[C@H](F)C1)C(=O)O,LA3,LA3,"InChI=1S/C13H15BrFNO2/c1-7-9(3-2-4-10(7)14)13(5-8(15)6-13)11(16)12(17)18/h2-4,8,11H,5-6,16H2,1H3,(H,17,18)/t8-,11-,13-/m1/s1"
N[C@@H](c1c(C(C)C)nn2cccnc12)C(=O)O,391,391,"InChI=1S/C11H14N4O2/c1-6(2)9-7(8(12)11(16)17)10-13-4-3-5-15(10)14-9/h3-6,8H,12H2,1-2H3,(H,16,17)/t8-/m0/s1"
N[C@@H](CC(=O)Nc1ccnn1C1CNC1)C(=O)O,F5L,F5L,"InChI=1S/C10H15N5O3/c11-7(10(17)18)3-9(16)14-8-1-2-13-15(8)6-4-12-5-6/h1-2,6-7,12H,3-5,11H2,(H,14,16)(H,17,18)/t7-/m0/s1"
N[C@@H]([C@](O)(CCC1CCCC1)C(=O)O)C(=O)O,2SW,2SW,"InChI=1S/C11H19NO5/c12-8(9(13)14)11(17,10(15)16)6-5-7-3-1-2-4-7/h7-8,17H,1-6,12H2,(H,13,14)(H,15,16)/t8-,11-/m1/s1"
N[C@@H]([C@@](O)(C(=O)O)C1CCOCC1)C(=O)O,5ZE,5ZE,"InChI=1S/C9H15NO6/c10-6(7(11)12)9(15,8(13)14)5-1-3-16-4-2-5/h5-6,15H,1-4,10H2,(H,11,12)(H,13,14)/t6-,9-/m1/s1"
N[C@@H]([C@@](CN)(O)C1CCC1)C(=O)O,IUC,IUC,"InChI=1S/C8H16N2O3/c9-4-8(13,5-2-1-3-5)6(10)7(11)12/h5-6,13H,1-4,9-10H2,(H,11,12)/t6-,8+/m1/s1"
N[C@@H](C1(C(=C)F)CC(C)(C)CC(C)(C)C1)C(=O)O,V7B,V7B,"InChI=1S/C14H24FNO2/c1-9(15)14(10(16)11(17)18)7-12(2,3)6-13(4,5)8-14/h10H,1,6-8,16H2,2-5H3,(H,17,18)/t10-/m1/s1"
N[C@@H]([C@@]1(C(=C)F)C[C@H]2CC[C@@H]1CC2)C(=O)O,8UO,8UO,"InChI=1S/C12H18FNO2/c1-7(13)12(10(14)11(15)16)6-8-2-4-9(12)5-3-8/h8-10H,1-6,14H2,(H,15,16)/t8-,9+,10-,12-/m1/s1"
N[C@@H](C(F)(F)CN1CCC(=O)CC1)C(=O)O,C1O,C1O,"InChI=1S/C9H14F2N2O3/c10-9(11,7(12)8(15)16)5-13-3-1-6(14)2-4-13/h7H,1-5,12H2,(H,15,16)/t7-/m1/s1"
N[C@@H](C(F)(F)CNC1CCCCC1)C(=O)O,D34,D34,"InChI=1S/C10H18F2N2O2/c11-10(12,8(13)9(15)16)6-14-7-4-2-1-3-5-7/h7-8,14H,1-6,13H2,(H,15,16)/t8-/m1/s1"
N[C@@H](C(F)(F)CNc1ccsc1)C(=O)O,AP3,AP3,"InChI=1S/C8H10F2N2O2S/c9-8(10,6(11)7(13)14)4-12-5-1-2-15-3-5/h1-3,6,12H,4,11H2,(H,13,14)/t6-/m1/s1"
N[C@@H](c1cnc(Cl)c(c2ccc(C(=O)O)s2)c1)C(=O)O,NJI,NJI,"InChI=1S/C12H9ClN2O4S/c13-10-6(7-1-2-8(20-7)11(16)17)3-5(4-15-10)9(14)12(18)19/h1-4,9H,14H2,(H,16,17)(H,18,19)/t9-/m0/s1"
N[C@@H](c1ccnc(c2ccc(C(=O)O)o2)c1)C(=O)O,RN0,RN0,"InChI=1S/C12H10N2O5/c13-10(12(17)18)6-3-4-14-7(5-6)8-1-2-9(19-8)11(15)16/h1-5,10H,13H2,(H,15,16)(H,17,18)/t10-/m0/s1"
N[C@@H](c1c(F)cncc1c1ccc(C(=O)O)o1)C(=O)O,XR9,XR9,"InChI=1S/C12H9FN2O5/c13-6-4-15-3-5(9(6)10(14)12(18)19)7-1-2-8(20-7)11(16)17/h1-4,10H,14H2,(H,16,17)(H,18,19)/t10-/m0/s1"
N[C@@H](Cc1c([C@@H](CCC)C)[nH]nc1)C(=O)O,Y0W,Y0W,"InChI=1S/C11H19N3O2/c1-3-4-7(2)10-8(6-13-14-10)5-9(12)11(15)16/h6-7,9H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)/t7-,9+/m1/s1"
N[C@@H](Cc1c[nH]nc1CC1CC1)C(=O)O,NWO,NWO,"InChI=1S/C10H15N3O2/c11-8(10(14)15)4-7-5-12-13-9(7)3-6-1-2-6/h5-6,8H,1-4,11H2,(H,12,13)(H,14,15)/t8-/m0/s1"
N[C@@H](CC1(O[C@H](COC)C)CCOCC1)C(=O)O,GUJ,GUJ,"InChI=1S/C12H23NO5/c1-9(8-16-2)18-12(3-5-17-6-4-12)7-10(13)11(14)15/h9-10H,3-8,13H2,1-2H3,(H,14,15)/t9-,10-/m0/s1"
N[C@@H](C[C@@](C)(OC1COC1)c1ccccc1Br)C(=O)O,V6N,V6N,"InChI=1S/C14H18BrNO4/c1-14(6-12(16)13(17)18,20-9-7-19-8-9)10-4-2-3-5-11(10)15/h2-5,9,12H,6-8,16H2,1H3,(H,17,18)/t12-,14+/m0/s1"
N[C@@H](CC(OC[C@H]1CCC[C@@H](C)C1)(C)C)C(=O)O,3WC,3WC,"InChI=1S/C14H27NO3/c1-10-5-4-6-11(7-10)9-18-14(2,3)8-12(15)13(16)17/h10-12H,4-9,15H2,1-3H3,(H,16,17)/t10-,11+,12+/m1/s1"
N[C@@H](CC(C)(C)OCc1cccc(Br)c1)C(=O)O,01D,01D,"InChI=1S/C13H18BrNO3/c1-13(2,7-11(15)12(16)17)18-8-9-4-3-5-10(14)6-9/h3-6,11H,7-8,15H2,1-2H3,(H,16,17)/t11-/m0/s1"
N[C@@H](C[C@@H](OC1COC1)c1ccccc1Cl)C(=O)O,SFZ,SFZ,"InChI=1S/C13H16ClNO4/c14-10-4-2-1-3-9(10)12(5-11(15)13(16)17)19-8-6-18-7-8/h1-4,8,11-12H,5-7,15H2,(H,16,17)/t11-,12+/m0/s1"
N[C@@H](C[C@](C)(CCl)OCc1ccccc1F)C(=O)O,23Z,23Z,"InChI=1S/C13H17ClFNO3/c1-13(8-14,6-11(16)12(17)18)19-7-9-4-2-3-5-10(9)15/h2-5,11H,6-8,16H2,1H3,(H,17,18)/t11-,13+/m0/s1"
N[C@@H](C[C@]1(CCC[C@@H](C)C1)OCCC(F)(F)F)C(=O)O,XCV,XCV,"InChI=1S/C13H22F3NO3/c1-9-3-2-4-12(7-9,8-10(17)11(18)19)20-6-5-13(14,15)16/h9-10H,2-8,17H2,1H3,(H,18,19)/t9-,10+,12-/m1/s1"
N[C@@H](C[C@](OC)(C)c1ccc(C(C)C)cc1)C(=O)O,8AE,8AE,"InChI=1S/C15H23NO3/c1-10(2)11-5-7-12(8-6-11)15(3,19-4)9-13(16)14(17)18/h5-8,10,13H,9,16H2,1-4H3,(H,17,18)/t13-,15+/m0/s1"
N[C@@H](C[C@@]1(CC[C@H](CC)CC1)OCC(C)(F)F)C(=O)O,X06,X06,"InChI=1S/C14H25F2NO3/c1-3-10-4-6-14(7-5-10,8-11(17)12(18)19)20-9-13(2,15)16/h10-11H,3-9,17H2,1-2H3,(H,18,19)/t10-,11-,14-/m0/s1"
N[C@@H](C[C@](O[C@@H]1CC[C@H](OC)CC1)(C)CCl)C(=O)O,2FQ,2FQ,"InChI=1S/C13H24ClNO4/c1-13(8-14,7-11(15)12(16)17)19-10-5-3-9(18-2)4-6-10/h9-11H,3-8,15H2,1-2H3,(H,16,17)/t9-,10+,11-,13+/m0/s1"
N[C@@H](CC1(O[C@H]2CC[C@@H](C)C2)CCCCCC1)C(=O)O,6YE,6YE,"InChI=1S/C16H29NO3/c1-12-6-7-13(10-12)20-16(11-14(17)15(18)19)8-4-2-3-5-9-16/h12-14H,2-11,17H2,1H3,(H,18,19)/t12-,13+,14+/m1/s1"
N[C@@H](Cc1cccc2nccn12)C(=O)O,ZYK,ZYK,"InChI=1S/C10H11N3O2/c11-8(10(14)15)6-7-2-1-3-9-12-4-5-13(7)9/h1-5,8H,6,11H2,(H,14,15)/t8-/m0/s1"
N[C@@H](Cc1cccc2cnsc12)C(=O)O,Z7E,Z7E,"InChI=1S/C10H10N2O2S/c11-8(10(13)14)4-6-2-1-3-7-5-12-15-9(6)7/h1-3,5,8H,4,11H2,(H,13,14)/t8-/m0/s1"
N[C@@H](Cc1c2nnn(C)c2ccc1)C(=O)O,I7W,I7W,"InChI=1S/C10H12N4O2/c1-14-8-4-2-3-6(9(8)12-13-14)5-7(11)10(15)16/h2-4,7H,5,11H2,1H3,(H,15,16)/t7-/m0/s1"
N[C@@H]([C@H]1CS(=O)(=O)CCC1=O)C(=O)O,Q1M,Q1M,"InChI=1S/C7H11NO5S/c8-6(7(10)11)4-3-14(12,13)2-1-5(4)9/h4,6H,1-3,8H2,(H,10,11)/t4-,6-/m0/s1"
N[C@@H]([C@H]1C(=O)CC(C)(C)CC1(C)C)C(=O)O,QW1,QW1,"InChI=1S/C12H21NO3/c1-11(2)5-7(14)8(9(13)10(15)16)12(3,4)6-11/h8-9H,5-6,13H2,1-4H3,(H,15,16)/t8-,9+/m1/s1"
N[C@@H](CCn1c(CC)nc(Br)c1Br)C(=O)O,IOH,IOH,"InChI=1S/C9H13Br2N3O2/c1-2-6-13-7(10)8(11)14(6)4-3-5(12)9(15)16/h5H,2-4,12H2,1H3,(H,15,16)/t5-/m0/s1"
N[C@@H](C(c1ccc(OC)c(c1Cl)OC)(C)C)C(=O)O,SCT,SCT,"InChI=1S/C13H18ClNO4/c1-13(2,11(15)12(16)17)7-5-6-8(18-3)10(19-4)9(7)14/h5-6,11H,15H2,1-4H3,(H,16,17)/t11-/m1/s1"
N[C@@H](C(c1[nH]nc(C(C)C)n1)(C)C)C(=O)O,UDA,UDA,"InChI=1S/C10H18N4O2/c1-5(2)7-12-9(14-13-7)10(3,4)6(11)8(15)16/h5-6H,11H2,1-4H3,(H,15,16)(H,12,13,14)/t6-/m1/s1"
N[C@@H](C(c1nc([C@@H](OCC)C)sc1)(C)C)C(=O)O,TUZ,TUZ,"InChI=1S/C12H20N2O3S/c1-5-17-7(2)10-14-8(6-18-10)12(3,4)9(13)11(15)16/h6-7,9H,5,13H2,1-4H3,(H,15,16)/t7-,9+/m0/s1"
N[C@@H](C(c1scc(C(C)C)n1)(C)C)C(=O)O,U46,U46,"InChI=1S/C11H18N2O2S/c1-6(2)7-5-16-10(13-7)11(3,4)8(12)9(14)15/h5-6,8H,12H2,1-4H3,(H,14,15)/t8-/m1/s1"
N[C@@H](C(c1nnc(C)n1C)(C)C)C(=O)O,X19,X19,"InChI=1S/C9H16N4O2/c1-5-11-12-8(13(5)4)9(2,3)6(10)7(14)15/h6H,10H2,1-4H3,(H,14,15)/t6-/m1/s1"
N[C@@H](C(c1nnc(OC)s1)(C)C)C(=O)O,5B4,5B4,"InChI=1S/C8H13N3O3S/c1-8(2,4(9)5(12)13)6-10-11-7(14-3)15-6/h4H,9H2,1-3H3,(H,12,13)/t4-/m1/s1"
N[C@@H](C(c1c(C)cc(C(=O)O)cc1)(C)C)C(=O)O,5M4,5M4,"InChI=1S/C13H17NO4/c1-7-6-8(11(15)16)4-5-9(7)13(2,3)10(14)12(17)18/h4-6,10H,14H2,1-3H3,(H,15,16)(H,17,18)/t10-/m1/s1"
N[C@@H](Cn1cc(CNS(=O)(=O)C2CC2)nn1)C(=O)O,6O5,6O5,"InChI=1S/C9H15N5O4S/c10-8(9(15)16)5-14-4-6(12-13-14)3-11-19(17,18)7-1-2-7/h4,7-8,11H,1-3,5,10H2,(H,15,16)/t8-/m0/s1"
N[C@@H](c1c(c2c(ccc(N)c2F)F)cccc1)C(=O)O,L79,L79,"InChI=1S/C14H12F2N2O2/c15-9-5-6-10(17)12(16)11(9)7-3-1-2-4-8(7)13(18)14(19)20/h1-6,13H,17-18H2,(H,19,20)/t13-/m0/s1"
N[C@@H](c1ccc(c2cc(cc(C)c2C)N)cc1)C(=O)O,VIT,VIT,"InChI=1S/C16H18N2O2/c1-9-7-13(17)8-14(10(9)2)11-3-5-12(6-4-11)15(18)16(19)20/h3-8,15H,17-18H2,1-2H3,(H,19,20)/t15-/m0/s1"
N[C@@H](c1ccc(c2cc(cc(OC)c2)N)cn1)C(=O)O,OWC,OWC,"InChI=1S/C14H15N3O3/c1-20-11-5-9(4-10(15)6-11)8-2-3-12(17-7-8)13(16)14(18)19/h2-7,13H,15-16H2,1H3,(H,18,19)/t13-/m0/s1"
N[C@@H](c1scc(c2ccc(CCC)c(c2)N)c1)C(=O)O,U70,U70,"InChI=1S/C15H18N2O2S/c1-2-3-9-4-5-10(6-12(9)16)11-7-13(20-8-11)14(17)15(18)19/h4-8,14H,2-3,16-17H2,1H3,(H,18,19)/t14-/m0/s1"
N[C@@H](c1ccc(c2c(c(cc(N)c2)Cl)Cl)o1)C(=O)O,CKQ,CKQ,"InChI=1S/C12H10Cl2N2O3/c13-7-4-5(15)3-6(10(7)14)8-1-2-9(19-8)11(16)12(17)18/h1-4,11H,15-16H2,(H,17,18)/t11-/m0/s1"
N[C@@H](c1ccc(c2c(N)cccc2C(=O)O)o1)C(=O)O,W96,W96,"InChI=1S/C13H12N2O5/c14-7-3-1-2-6(12(16)17)10(7)8-4-5-9(20-8)11(15)13(18)19/h1-5,11H,14-15H2,(H,16,17)(H,18,19)/t11-/m0/s1"
